イベント日,ビデオID,ビデオキャプション,経過分数,同時視聴ユーザー数,チャット数,いいネ数,カート追加クリック数,商品クリック数,ハイライト商品クリック数,シェア数
,,,29,108,0,0,0,0,0,0
,,,30,106,0,0,0,0,0,0
,,,31,115,0,0,0,0,0,0
,,,32,116,0,0,0,0,0,0
,,,33,117,0,0,0,0,0,0
,,,34,106,0,0,0,0,0,0
,,,35,94,0,0,0,0,0,0
,,,36,99,0,0,0,0,0,0
,,,37,111,0,0,0,0,0,0
,,,38,110,0,0,0,0,0,0
,,,39,120,0,0,0,0,0,0
,,,40,105,0,0,0,0,0,0
,,,41,103,0,0,0,0,0,0
,,,42,109,0,0,0,0,0,0
,,,43,101,0,0,0,0,0,0
,,,44,113,0,0,0,1,1,0
,,,45,106,0,0,0,0,0,0
,,,46,97,0,0,0,0,0,0
,,,47,100,0,0,0,0,0,0
,,,48,111,0,0,0,0,0,0
,,,49,99,0,0,0,0,0,0
,,,50,133,2,0,0,0,0,0
,,,51,115,0,0,0,1,1,0
,,,52,121,0,0,0,0,0,0
,,,53,104,0,0,0,1,1,0
,,,54,112,0,0,0,1,1,0
,,,55,100,0,0,0,1,1,0
,,,56,99,0,0,0,0,0,0
,,,57,111,0,0,0,0,0,0
,,,58,119,1,0,0,0,0,0
,,,59,116,0,0,0,0,0,0
,,,60,109,0,0,0,1,1,0
,,,61,221,0,0,0,0,0,0
2025-09-02,oPbrbB,驚きの高クオリティ！マツココ店員  「イチオシ」のプライベート商品を一気見せ(マツキヨココカラLIVE）,1,158,0,2,0,0,0,0
,,,2,180,2,79,0,0,0,0
,,,3,190,1,59,0,0,0,0
,,,4,212,9,97,0,1,1,0
,,,5,224,3,51,0,4,4,0
,,,6,208,2,59,0,2,2,0
,,,7,227,3,19,0,0,0,0
,,,8,231,0,22,0,1,0,0
,,,9,240,3,5,0,0,0,0
,,,10,233,4,26,0,1,1,0
,,,11,244,1,3,0,2,0,0
,,,12,225,3,20,0,1,1,0
,,,13,249,3,29,0,3,2,0
,,,14,262,2,69,0,0,0,0
,,,15,264,0,66,0,0,0,0
,,,16,274,1,79,0,0,0,0
,,,17,268,3,41,0,1,1,0
,,,18,279,5,109,0,2,2,0
,,,19,287,0,127,0,1,1,0
,,,20,281,4,37,0,1,1,0
,,,21,273,0,101,0,2,1,0
,,,22,278,2,131,0,1,1,0
,,,23,276,8,92,0,0,0,0
,,,24,276,5,86,0,1,1,0
,,,25,290,4,45,0,3,1,0
,,,26,310,3,49,0,3,3,0
,,,27,298,6,103,0,0,0,0
,,,28,316,2,75,0,4,3,0
,,,29,321,3,64,0,5,5,0
,,,30,327,1,73,0,8,8,0
,,,31,310,2,54,0,1,1,0
,,,32,333,2,99,0,4,2,0
,,,33,321,1,92,0,1,1,0
,,,34,322,10,86,0,1,0,0
,,,35,321,1,118,0,4,4,0
,,,36,307,3,162,0,3,3,0
,,,37,301,2,118,0,0,0,0
,,,38,309,3,119,0,2,2,0
,,,39,317,1,92,0,1,1,0
,,,40,343,0,73,0,2,2,0
,,,41,344,5,125,0,2,1,0
,,,42,335,4,88,0,1,1,0
,,,43,365,2,97,0,2,1,0
,,,44,369,10,81,0,5,5,0
,,,45,360,4,129,0,4,4,0
,,,46,340,3,152,0,4,3,0
,,,47,359,0,39,0,0,0,0
,,,48,371,0,153,0,2,2,0
,,,49,369,0,99,0,6,5,0
,,,50,366,2,104,0,4,3,0
,,,51,368,3,115,0,1,0,0
,,,52,331,0,143,0,5,4,0
,,,53,1363,9,184,0,2,1,0
,,,,49575,450,13020,0,312,255,0
2025-08-26,oWqp2Z,【エイトザタラソが待望のリニューアル】  地肌も髪もうるおう！  新モイストシリーズを紹介  (マツキヨココカラLIVE）,1,141,2,32,0,0,0,0
,,,2,177,1,27,0,0,0,0
,,,3,184,5,25,0,1,1,0
,,,4,188,2,77,0,1,1,0
,,,5,223,3,17,0,2,2,0
,,,6,223,12,25,0,0,0,0
,,,7,232,7,130,0,0,0,0
,,,8,233,9,21,0,1,1,0
,,,9,235,5,11,0,1,1,0
,,,10,259,2,35,0,2,2,0
,,,11,262,2,35,0,0,0,0
,,,12,258,3,11,0,2,2,0
,,,13,247,7,10,0,1,1,0
,,,14,268,3,19,0,0,0,0
,,,15,267,3,31,0,0,0,0
,,,16,273,1,2,0,2,0,0
,,,17,258,2,19,0,3,3,0
,,,18,249,0,49,0,1,1,0
,,,19,292,5,44,0,1,1,0
,,,20,286,8,110,0,1,1,0
,,,21,303,3,13,0,1,1,0
,,,22,294,2,84,0,1,1,0
,,,23,298,6,76,0,0,0,0
,,,24,306,6,109,0,1,1,0
,,,25,304,4,56,0,1,0,0
,,,26,311,1,62,0,1,1,0
,,,27,322,4,300,0,2,2,0
,,,28,332,1,321,0,0,0,0
,,,29,331,6,296,0,1,1,0
,,,30,321,3,239,0,0,0,0
,,,31,344,0,136,0,0,0,0
,,,32,323,7,119,0,7,7,0
,,,33,335,4,91,0,0,0,0
,,,34,341,4,76,0,0,0,0
,,,35,362,5,132,0,0,0,0
,,,36,330,3,161,0,0,0,0
,,,37,348,3,101,0,2,2,0
,,,38,325,2,107,0,3,2,0
,,,39,338,2,6,0,1,1,0
,,,40,335,3,7,0,1,1,0
,,,41,334,1,7,0,3,3,0
,,,42,336,3,20,0,0,0,0
,,,43,357,0,286,0,2,2,0
,,,44,356,5,25,0,3,3,0
,,,45,364,2,6,0,0,0,0
,,,46,354,0,2,0,0,0,0
,,,47,374,3,66,0,0,0,0
,,,48,385,0,139,0,4,4,0
,,,49,360,3,179,0,1,1,0
,,,50,370,5,126,0,1,1,0
,,,51,376,3,34,0,2,2,0
,,,52,394,0,7,0,0,0,0
,,,53,396,3,49,0,1,1,0
,,,54,388,5,99,0,3,3,0
,,,55,409,6,7,0,2,2,0
,,,56,413,2,95,0,3,3,0
,,,57,413,2,102,0,1,1,0
,,,58,411,2,116,0,3,3,0
,,,59,403,1,148,0,0,0,0
,,,60,395,0,246,0,0,0,0
,,,61,384,0,0,0,0,0,0
,,,62,401,7,134,0,2,2,0
,,,63,406,2,72,0,4,3,0
,,,64,387,5,72,0,1,1,0
,,,65,387,2,156,0,1,1,0
,,,66,391,1,56,0,2,2,0
,,,67,395,2,61,0,3,3,0
,,,68,399,4,23,0,2,2,0
,,,69,426,1,49,0,0,0,0
,,,70,404,1,75,0,2,2,0
,,,71,395,3,106,0,2,2,0
,,,72,403,1,62,0,1,1,0
,,,73,391,8,10,0,4,4,0
,,,74,406,1,37,0,2,2,0
,,,75,418,3,75,0,1,1,0
,,,76,416,4,75,0,1,1,0
,,,77,414,1,6,0,2,2,0
,,,78,389,3,132,0,4,4,0
,,,79,377,2,158,0,7,7,0
,,,80,392,1,157,0,2,2,0
,,,81,380,7,7,0,3,3,0
,,,82,401,10,11,0,3,3,0
,,,83,395,5,14,0,1,1,0
,,,84,1259,4,59,0,2,2,0
,,,,87786,825,19764,0,366,351,0
2025-08-19,oPbpPR,【バイヤーも大注目！！】  ファンケルの人気アイテムが  国民的人気キャラクター「ドラえもん」の限定デザインで登場！  (マツキヨココカラLIVE）,1,3,1,0,0,0,0,0
,,,2,88,0,0,0,0,0,0
,,,3,143,0,2,0,0,0,0
,,,4,194,1,145,0,0,0,0
,,,5,222,6,134,0,0,0,0
,,,6,219,7,24,0,3,0,0
,,,7,216,6,51,0,4,0,0
,,,8,228,5,92,0,6,0,0
,,,9,229,6,3,0,1,0,0
,,,10,238,3,7,0,2,0,0
,,,11,244,6,6,0,0,0,0
,,,12,238,4,75,0,3,0,0
,,,13,245,3,33,0,5,5,0
,,,14,238,3,46,0,0,0,0
,,,15,237,1,102,0,2,2,0
,,,16,240,6,1,0,2,1,0
,,,17,248,5,64,0,1,0,0
,,,18,258,1,78,0,10,10,0
,,,19,257,1,75,0,1,1,0
,,,20,266,0,75,0,1,1,0
,,,21,284,3,105,0,1,0,0
,,,22,287,3,19,0,2,2,0
,,,23,298,5,4,0,0,0,0
,,,24,308,1,37,0,1,1,0
,,,25,296,2,40,0,0,0,0
,,,26,296,3,144,0,0,0,0
,,,27,302,7,13,0,1,1,0
,,,28,298,3,68,0,5,4,0
,,,29,321,3,15,0,1,1,0
,,,30,329,7,68,0,1,1,0
,,,31,332,4,28,0,3,3,0
,,,32,330,8,11,0,0,0,0
,,,33,336,9,8,0,1,1,0
,,,34,354,5,26,0,0,0,0
,,,35,344,3,117,0,1,1,0
,,,36,330,4,187,0,2,1,0
,,,37,303,3,6,0,1,1,0
,,,38,327,2,38,0,4,4,0
,,,39,332,6,101,0,3,3,0
,,,40,323,2,56,0,1,1,0
,,,41,339,6,14,0,2,2,0
,,,42,337,1,90,0,2,2,0
,,,43,340,9,33,0,0,0,0
,,,44,363,4,41,0,0,0,0
,,,45,354,8,18,0,0,0,0
,,,46,366,5,48,0,2,2,0
,,,47,363,1,19,0,1,1,0
,,,48,375,7,33,0,0,0,0
,,,49,385,2,82,0,1,1,0
,,,50,359,0,33,0,0,0,0
,,,51,343,6,13,0,0,0,0
,,,52,369,8,127,0,2,2,0
,,,53,382,5,100,0,1,0,0
,,,54,369,5,9,0,0,0,0
,,,55,350,0,121,0,2,2,0
,,,56,350,4,72,0,1,1,0
,,,57,344,6,26,0,2,2,0
,,,58,363,8,59,0,1,1,0
,,,59,344,0,43,0,0,0,0
,,,60,339,2,9,0,0,0,0
,,,61,355,2,38,0,2,2,0
,,,62,356,3,58,0,1,1,0
,,,63,385,6,193,0,0,0,0
,,,64,383,1,141,0,1,1,0
,,,65,380,2,53,0,0,0,0
,,,66,377,2,92,0,1,0,0
,,,67,374,3,53,0,5,3,0
,,,68,369,0,43,0,1,1,0
,,,69,387,1,67,0,2,2,0
,,,70,357,3,7,0,2,2,0
,,,71,371,3,43,0,1,0,0
,,,72,391,6,21,0,0,0,0
,,,73,369,4,174,0,1,1,0
,,,74,385,0,145,0,1,1,0
,,,75,371,2,128,0,0,0,0
,,,76,377,4,68,0,3,3,0
,,,77,382,4,72,0,1,1,0
,,,78,406,3,31,0,1,1,0
,,,79,406,7,46,0,2,2,0
,,,80,382,6,35,0,1,1,0
,,,81,386,3,12,0,7,7,0
,,,82,376,5,93,0,3,3,0
,,,83,382,5,50,0,1,1,0
,,,84,377,10,23,0,1,0,0
,,,85,379,3,139,0,2,2,0
,,,86,402,1,339,0,1,1,0
,,,87,648,3,111,0,3,3,0
,,,,84684,981,16107,0,390,300,0
2025-08-12,g2Z6Ok,美容部員が選ぶ！「夏の旅行」に持っていきたい厳選コスメリスト(マツキヨココカラLIVE）7/29回の再放送,1,104,1,0,0,0,0,0
,,,2,115,0,0,0,0,0,0
,,,3,155,0,0,0,0,0,0
,,,4,137,0,0,0,0,0,0
,,,5,153,0,0,0,0,0,0
,,,6,139,0,0,0,0,0,0
,,,7,121,0,0,0,0,0,0
,,,8,113,0,0,0,0,0,0
,,,9,106,0,0,0,0,0,0
,,,10,125,0,0,0,0,0,0
,,,11,134,0,0,0,0,0,0
,,,12,132,0,0,0,0,0,0
,,,13,133,0,0,0,0,0,0
,,,14,128,0,22,0,2,2,0
,,,15,128,0,4,0,0,0,0
,,,16,115,0,0,0,0,0,0
,,,17,109,0,0,0,1,1,0
,,,18,134,0,0,0,0,0,0
,,,19,115,0,0,0,0,0,0
,,,20,112,0,0,0,0,0,0
,,,21,103,0,15,0,0,0,0
,,,22,98,0,2,0,0,0,0
,,,23,98,0,0,0,0,0,0
,,,24,116,0,5,0,1,1,0
,,,25,109,0,1,0,1,1,0
,,,26,117,0,0,0,0,0,0
,,,27,105,0,0,0,0,0,0
,,,28,119,0,0,0,0,0,0
,,,29,102,0,0,0,0,0,0
,,,30,93,0,18,0,0,0,0
,,,31,93,0,12,0,1,1,0
,,,32,87,0,6,0,1,1,0
,,,33,101,0,0,0,0,0,0
,,,34,119,0,4,0,0,0,0
,,,35,99,0,20,0,0,0,0
,,,36,101,2,1,0,1,1,0
,,,37,122,0,0,0,0,0,0
,,,38,93,0,0,0,0,0,0
,,,39,116,0,0,0,0,0,0
,,,40,117,0,1,0,0,0,0
,,,41,109,1,4,0,0,0,0
,,,42,109,0,0,0,0,0,0
,,,43,105,0,0,0,1,1,0
,,,44,108,0,0,0,0,0,0
,,,45,97,0,1,0,0,0,0
,,,46,110,0,1,0,0,0,0
,,,47,93,0,0,0,0,0,0
,,,48,109,1,2,0,1,1,0
,,,49,127,0,0,0,0,0,0
,,,50,106,0,1,0,0,0,0
,,,51,102,0,1,0,0,0,0
,,,52,99,0,0,0,0,0,0
,,,53,105,0,0,0,0,0,0
,,,54,97,0,6,0,0,0,0
,,,55,105,0,0,0,0,0,0
,,,56,93,0,0,0,0,0,0
,,,57,102,0,0,0,0,0,0
,,,58,105,0,1,0,0,0,0
,,,59,97,0,0,0,0,0,0
,,,60,107,0,4,0,0,0,0
,,,61,99,0,0,0,0,0,0
,,,62,97,0,0,0,0,0,0
,,,63,97,0,0,0,0,0,0
,,,64,100,0,5,0,0,0,0
,,,65,98,0,0,0,0,0,0
,,,66,309,0,0,0,1,1,0
2025-08-01,5LWZpX,ヘアコスメブランド「Loretta」から  新作登場！？  グリースの概念を覆す  新感覚テクスチャーのグリースゼリー（マツキヨココカラLIVE）,1,165,1,2,0,0,0,0
,,,2,157,1,1,0,0,0,0
,,,3,179,0,5,0,0,0,0
,,,4,180,0,5,0,0,0,0
,,,5,200,0,256,0,0,0,0
,,,6,211,0,186,0,2,1,0
,,,7,208,0,84,0,0,0,0
,,,8,215,2,85,0,0,0,0
,,,9,244,2,43,0,3,3,0
,,,10,240,1,16,0,3,3,0
,,,11,225,6,2,0,2,1,0
,,,12,226,6,7,0,2,2,0
,,,13,237,2,38,0,2,2,0
,,,14,230,4,77,0,2,1,0
,,,15,248,1,7,0,0,0,0
,,,16,252,3,19,0,0,0,0
,,,17,267,3,233,0,0,0,0
,,,18,284,1,57,0,1,1,0
,,,19,275,2,10,0,1,1,0
,,,20,253,3,33,0,0,0,0
,,,21,274,4,39,0,0,0,0
,,,22,291,3,27,0,0,0,0
,,,23,289,1,34,0,0,0,0
,,,24,263,1,18,0,0,0,0
,,,25,277,1,16,0,0,0,0
,,,26,282,2,12,0,1,1,0
,,,27,295,2,28,0,0,0,0
,,,28,289,2,75,0,0,0,0
,,,29,275,1,157,0,3,3,0
,,,30,265,0,358,0,2,2,0
,,,31,288,8,119,0,1,1,0
,,,32,296,7,1,0,3,3,0
,,,33,293,4,18,0,0,0,0
,,,34,305,1,24,0,0,0,0
,,,35,313,4,9,0,1,1,0
,,,36,308,5,35,0,0,0,0
,,,37,305,2,44,0,0,0,0
,,,38,314,1,16,0,0,0,0
,,,39,306,3,54,0,1,1,0
,,,40,319,7,35,0,3,3,0
,,,41,317,7,16,0,0,0,0
,,,42,319,5,39,0,2,2,0
,,,43,312,4,28,0,2,2,0
,,,44,316,3,8,0,0,0,0
,,,45,313,8,17,0,0,0,0
,,,46,322,5,71,0,6,6,0
,,,47,322,2,50,0,3,3,0
,,,48,339,7,25,0,3,3,0
,,,49,337,0,60,0,1,0,0
,,,50,334,3,7,0,1,1,0
,,,51,353,5,119,0,0,0,0
,,,52,350,7,253,0,2,2,0
,,,53,354,4,24,0,5,5,0
,,,54,354,7,36,0,2,2,0
,,,55,363,7,118,0,4,3,0
,,,56,373,4,32,0,2,2,0
,,,57,386,4,12,0,0,0,0
,,,58,378,4,76,0,3,2,0
,,,59,372,2,209,0,0,0,0
,,,60,371,2,36,0,0,0,0
,,,61,351,1,30,0,0,0,0
,,,62,343,0,5,0,6,3,0
,,,63,351,2,8,0,2,1,0
,,,64,368,1,21,0,1,1,0
,,,65,383,2,29,0,4,4,0
,,,66,364,11,22,0,1,1,0
,,,67,365,9,28,0,3,3,0
,,,68,356,2,33,0,0,0,0
,,,69,348,2,71,0,2,1,0
,,,70,361,0,77,0,1,1,0
,,,71,361,12,9,0,3,3,0
,,,72,351,2,40,0,2,2,0
,,,73,348,3,6,0,1,1,0
,,,74,338,7,92,0,3,2,0
,,,75,1331,1,165,0,7,7,0
,,,,164829,1694,29099,0,735,651,0
2025-07-29,g2Z0R8,美容部員が選ぶ！「夏の旅行」に持っていきたい厳選コスメリスト(マツキヨココカラLIVE）,1,154,1,2,0,0,0,0
,,,2,173,1,7,0,0,0,0
,,,3,206,2,6,0,0,0,0
,,,4,192,1,2,0,0,0,0
,,,5,211,1,7,0,0,0,0
,,,6,225,4,3,0,0,0,0
,,,7,239,2,3,0,0,0,0
,,,8,244,1,8,0,0,0,0
,,,9,223,3,40,0,0,0,0
,,,10,247,1,68,0,1,1,0
,,,11,250,1,0,0,1,1,0
,,,12,248,2,2,0,2,2,0
,,,13,262,7,0,0,0,0,0
,,,14,258,2,2,0,0,0,0
,,,15,251,3,6,0,1,1,0
,,,16,250,3,6,0,2,2,0
,,,17,254,1,7,0,2,1,0
,,,18,282,5,2,0,2,2,0
,,,19,269,4,191,0,5,5,0
,,,20,262,1,140,0,1,1,0
,,,21,273,1,47,0,4,4,0
,,,22,282,1,23,0,1,1,0
,,,23,287,1,84,0,5,4,0
,,,24,282,1,0,0,6,6,0
,,,25,295,4,0,0,2,2,0
,,,26,298,2,21,0,3,3,0
,,,27,294,2,6,0,4,3,0
,,,28,273,2,50,0,1,1,0
,,,29,290,0,34,0,0,0,0
,,,30,296,1,9,0,1,1,0
,,,31,310,4,49,0,1,1,0
,,,32,282,1,17,0,1,1,0
,,,33,289,2,66,0,1,1,0
,,,34,292,1,90,0,2,2,0
,,,35,292,2,161,0,0,0,0
,,,36,284,2,2,0,0,0,0
,,,37,288,1,19,0,1,1,0
,,,38,306,3,54,0,1,1,0
,,,39,284,0,5,0,3,2,0
,,,40,290,5,3,0,0,0,0
,,,41,289,2,33,0,0,0,0
,,,42,308,1,10,0,0,0,0
,,,43,287,2,4,0,0,0,0
,,,44,301,5,13,0,1,1,0
,,,45,295,7,27,0,1,1,0
,,,46,294,2,7,0,0,0,0
,,,47,281,2,31,0,1,1,0
,,,48,299,2,17,0,3,3,0
,,,49,302,1,49,0,0,0,0
,,,50,300,1,33,0,0,0,0
,,,51,281,1,44,0,0,0,0
,,,52,294,3,33,0,0,0,0
,,,53,298,1,21,0,2,1,0
,,,54,306,0,7,0,2,2,0
,,,55,275,1,35,0,3,3,0
,,,56,294,1,39,0,3,3,0
,,,57,286,7,142,0,0,0,0
,,,58,281,1,0,0,0,0,0
,,,59,291,0,4,0,0,0,0
,,,60,294,2,29,0,2,1,0
,,,61,282,2,7,0,3,3,0
,,,62,272,0,35,0,1,1,0
,,,63,269,4,60,0,0,0,0
,,,64,267,1,54,0,0,0,0
,,,65,270,2,13,0,4,4,0
,,,66,945,6,38,0,0,0,0
,,,,55944,417,6081,0,240,222,0
2025-07-22,glDYkP,本気で選んだ！この夏手放せないサンケア＆制汗剤特集！（マツキヨココカラLIVE）,1,147,4,15,0,0,0,0
,,,2,233,3,6,0,0,0,0
,,,3,246,2,32,0,0,0,0
,,,4,251,1,3,0,0,0,0
,,,5,262,2,106,0,0,0,0
,,,6,289,2,90,0,0,0,0
,,,7,305,9,3,0,0,0,0
,,,8,289,6,236,0,0,0,0
,,,9,322,3,55,0,2,2,0
,,,10,302,1,66,0,1,1,0
,,,11,317,1,2,0,1,1,0
,,,12,315,3,7,0,3,3,0
,,,13,340,3,34,0,0,0,0
,,,14,338,2,5,0,3,3,0
,,,15,327,3,28,0,1,1,0
,,,16,360,1,36,0,1,1,0
,,,17,358,8,24,0,1,1,0
,,,18,353,2,14,0,1,1,0
,,,19,356,6,43,0,1,1,0
,,,20,378,6,23,0,2,0,0
,,,21,382,3,73,0,0,0,0
,,,22,389,4,45,0,0,0,0
,,,23,396,2,137,0,0,0,0
,,,24,383,1,26,0,3,3,0
,,,25,389,13,99,0,1,1,0
,,,26,401,1,34,0,2,2,0
,,,27,375,1,2,0,1,1,0
,,,28,377,1,48,0,0,0,0
,,,29,410,0,23,0,2,2,0
,,,30,416,2,1,0,2,1,0
,,,31,377,0,4,0,0,0,0
,,,32,419,4,21,0,2,2,0
,,,33,426,0,11,0,1,1,0
,,,34,429,3,8,0,0,0,0
,,,35,464,0,103,0,0,0,0
,,,36,432,7,97,0,1,0,0
,,,37,413,2,56,0,1,0,0
,,,38,443,3,9,0,1,0,0
,,,39,461,0,12,0,0,0,0
,,,40,454,4,8,0,0,0,0
,,,41,448,2,24,0,0,0,0
,,,42,470,3,88,0,1,0,0
,,,43,452,0,184,0,0,0,0
,,,44,472,0,265,0,0,0,0
,,,45,464,0,219,0,0,0,0
,,,46,435,3,114,0,0,0,0
,,,47,448,1,151,0,0,0,0
,,,48,455,1,140,0,0,0,0
,,,49,452,3,201,0,0,0,0
,,,50,429,4,137,0,0,0,0
,,,51,450,1,95,0,0,0,0
,,,52,477,1,82,0,0,0,0
,,,53,459,2,26,0,0,0,0
,,,54,452,0,142,0,0,0,0
,,,55,456,1,65,0,0,0,0
,,,56,430,1,54,0,0,0,0
,,,57,451,4,172,0,2,0,0
,,,58,446,4,94,0,1,0,0
,,,59,467,0,41,0,3,1,0
,,,60,479,0,7,0,3,3,0
,,,61,464,0,97,0,0,0,0
,,,62,470,2,40,0,1,0,0
,,,63,484,4,132,0,1,0,0
,,,64,478,0,21,0,0,0,0
,,,65,500,2,7,0,1,0,0
,,,66,472,0,1,0,1,1,0
,,,67,483,0,104,0,1,1,0
,,,68,481,0,161,0,2,2,0
,,,69,474,1,129,0,0,0,0
,,,70,480,4,262,0,1,0,0
,,,71,471,4,90,0,0,0,0
,,,72,440,1,78,0,1,1,0
,,,73,446,1,51,0,0,0,0
,,,74,431,0,155,0,1,1,0
,,,75,440,5,63,0,0,0,0
,,,76,455,1,213,0,2,2,0
,,,77,461,8,123,0,3,3,0
,,,78,459,1,469,0,0,0,0
,,,79,449,1,192,0,2,2,0
,,,80,1484,3,206,0,39,39,0
,,,,101214,564,19620,0,300,252,0
2025-07-15,gdLNlQ,ドラッグストア店員が本音で語る！  夏の絶対買いコスメ（マツキヨココカラLIVE）,1,149,0,2,0,0,0,0
,,,2,173,2,0,0,0,0,0
,,,3,175,0,0,0,0,0,0
,,,4,188,2,0,0,0,0,0
,,,5,200,7,8,0,0,0,0
,,,6,217,5,5,0,0,0,0
,,,7,236,0,0,0,2,2,0
,,,8,220,0,0,0,0,0,0
,,,9,225,1,1,0,1,1,0
,,,10,221,2,0,0,6,5,0
,,,11,218,3,0,0,6,6,0
,,,12,224,1,0,0,2,1,0
,,,13,244,1,6,0,1,1,0
,,,14,239,1,0,0,1,0,0
,,,15,239,3,0,0,0,0,0
,,,16,252,1,0,0,2,1,0
