イベント日,ビデオID,ビデオキャプション,経過分数,同時視聴ユーザー数,チャット数,いいネ数,カート追加クリック数,商品クリック数,ハイライト商品クリック数,シェア数
,,,17,266,1,0,0,0,0,0
,,,18,255,0,3,0,1,0,0
,,,19,264,2,1,0,1,1,0
,,,20,268,1,2,0,1,1,0
,,,21,255,0,4,0,6,6,0
,,,22,256,2,1,0,1,1,0
,,,23,240,4,2,0,0,0,0
,,,24,273,0,4,0,1,1,0
,,,25,248,2,10,0,1,1,0
,,,26,246,0,7,0,0,0,0
,,,27,279,0,10,0,0,0,0
,,,28,275,3,12,0,1,1,0
,,,29,278,1,2,0,0,0,0
,,,30,270,4,20,0,2,2,0
,,,31,279,0,6,0,4,4,0
,,,32,279,1,8,0,3,3,0
,,,33,274,5,11,0,3,3,0
,,,34,301,0,0,0,0,0,0
,,,35,304,2,0,0,5,4,0
,,,36,323,3,12,0,0,0,0
,,,37,316,3,11,0,0,0,0
,,,38,323,7,1,0,0,0,0
,,,39,304,1,4,0,3,3,0
,,,40,312,0,6,0,0,0,0
,,,41,290,5,8,0,2,2,0
,,,42,293,2,0,0,2,2,0
,,,43,306,3,10,0,3,3,0
,,,44,316,1,10,0,0,0,0
,,,45,305,1,5,0,2,2,0
,,,46,309,3,11,0,0,0,0
,,,47,325,1,18,0,1,1,0
,,,48,327,1,20,0,5,4,0
,,,49,337,1,17,0,1,1,0
,,,50,335,1,5,0,3,3,0
,,,51,352,3,5,0,0,0,0
,,,52,354,1,15,0,4,4,0
,,,53,361,2,19,0,0,0,0
,,,54,359,4,14,0,0,0,0
,,,55,369,2,17,0,2,2,0
,,,56,368,3,10,0,2,2,0
,,,57,389,3,10,0,4,4,0
,,,58,383,4,7,0,0,0,0
,,,59,411,3,3,0,3,2,0
,,,60,396,2,6,0,1,1,0
,,,61,375,0,12,0,1,1,0
,,,62,367,4,13,0,1,1,0
,,,63,371,3,8,0,3,3,0
,,,64,385,2,10,0,1,1,0
,,,65,391,7,38,0,4,4,0
,,,66,375,0,5,0,3,3,0
,,,67,360,6,22,0,1,1,0
,,,68,367,3,14,0,2,2,0
,,,69,362,0,14,0,4,4,0
,,,70,364,5,13,0,4,4,0
,,,71,375,0,31,0,9,9,0
,,,72,363,1,4,0,2,2,0
,,,73,358,0,23,0,3,3,0
,,,74,372,1,3,0,4,4,0
,,,75,382,5,51,0,0,0,0
,,,76,1308,8,88,0,1,0,0
,,,,71604,486,2154,0,396,369,0
2025-07-08,ojRkBj,【新体験】冷感ボディケア  　アルジェランで夏の肌にご褒美を（マツキヨココカラLIVE）※6/3配信回の再放送,1,105,0,0,0,0,0,0
,,,2,151,1,0,0,0,0,0
,,,3,159,0,0,0,0,0,0
,,,4,155,0,0,0,0,0,0
,,,5,141,0,0,0,0,0,0
,,,6,134,0,0,0,0,0,0
,,,7,125,0,0,0,0,0,0
,,,8,124,0,0,0,0,0,0
,,,9,120,0,0,0,0,0,0
,,,10,135,0,0,0,0,0,0
,,,11,142,0,0,0,1,1,0
,,,12,111,0,0,0,0,0,0
,,,13,136,0,1,0,0,0,0
,,,14,111,0,0,0,0,0,0
,,,15,118,0,0,0,0,0,0
,,,16,108,0,0,0,1,1,0
,,,17,109,0,0,0,1,1,0
,,,18,134,0,0,0,0,0,0
,,,19,110,0,0,0,0,0,0
,,,20,116,0,0,0,0,0,0
,,,21,146,0,0,0,0,0,0
,,,22,134,0,0,0,0,0,0
,,,23,127,0,1,0,1,0,0
,,,24,134,0,0,0,0,0,0
,,,25,127,0,0,0,0,0,0
,,,26,144,0,0,0,0,0,0
,,,27,136,0,0,0,0,0,0
,,,28,121,1,1,0,1,1,0
,,,29,121,0,0,0,0,0,0
,,,30,128,0,0,0,0,0,0
,,,31,137,0,0,0,0,0,0
,,,32,131,0,0,0,0,0,0
,,,33,127,0,0,0,0,0,0
,,,34,117,0,0,0,0,0,0
,,,35,106,0,1,0,0,0,0
,,,36,101,0,0,0,0,0,0
,,,37,110,0,0,0,0,0,0
,,,38,108,0,0,0,0,0,0
,,,39,125,0,0,0,0,0,0
,,,40,122,0,0,0,0,0,0
,,,41,125,0,0,0,0,0,0
,,,42,123,0,0,0,0,0,0
,,,43,107,0,0,0,0,0,0
,,,44,110,0,0,0,0,0,0
,,,45,128,0,0,0,0,0,0
,,,46,118,0,0,0,0,0,0
,,,47,119,0,0,0,0,0,0
,,,48,106,0,0,0,6,6,0
,,,49,129,0,0,0,3,2,0
,,,50,121,0,1,0,1,0,0
,,,51,103,0,0,0,1,0,0
,,,52,119,0,0,0,1,1,0
,,,53,109,0,0,0,0,0,0
,,,54,114,0,0,0,0,0,0
,,,55,126,0,0,0,2,1,0
,,,56,128,0,0,0,3,0,0
,,,57,119,0,0,0,0,0,0
,,,58,113,0,0,0,0,0,0
,,,59,104,0,0,0,0,0,0
,,,60,106,0,0,0,1,1,0
,,,61,131,0,0,0,0,0,0
,,,62,118,1,0,0,0,0,0
,,,63,113,0,0,0,0,0,0
,,,64,112,0,0,0,0,0,0
,,,65,106,0,0,0,0,0,0
,,,66,364,0,0,0,0,0,0
2025-07-01,gpQd9G,雪肌精×Number_iコラボ！  大人気のブライトニングシリーズを大解剖！（マツキヨココカラLIVE）,1,130,3,68,0,3,0,0
,,,2,171,7,469,0,0,0,0
,,,3,183,5,600,0,0,0,0
,,,4,187,3,980,0,1,0,0
,,,5,197,5,767,0,1,0,0
,,,6,203,6,1098,0,1,0,0
,,,7,206,6,964,0,4,3,0
,,,8,214,6,560,0,0,0,0
,,,9,210,10,1049,0,0,0,0
,,,10,243,6,566,0,0,0,0
,,,11,261,5,482,0,1,0,0
,,,12,238,2,536,0,3,3,0
,,,13,253,3,652,0,5,4,0
,,,14,257,7,511,0,4,4,0
,,,15,241,4,566,0,7,7,0
,,,16,262,5,415,0,2,2,0
,,,17,272,3,463,0,3,3,0
,,,18,254,2,557,0,1,1,0
,,,19,244,13,520,0,1,1,0
,,,20,236,5,473,0,2,0,0
,,,21,255,6,649,0,0,0,0
,,,22,271,2,672,0,4,4,0
,,,23,287,3,428,0,3,1,0
,,,24,300,3,555,0,1,1,0
,,,25,291,1,263,0,0,0,0
,,,26,293,1,564,0,3,3,0
,,,27,309,10,610,0,1,1,0
,,,28,301,4,627,0,1,1,0
,,,29,321,6,675,0,1,1,0
,,,30,323,8,434,0,0,0,0
,,,31,320,4,434,0,14,14,0
,,,32,338,4,292,0,1,1,0
,,,33,350,5,693,0,5,5,0
,,,34,317,7,804,0,3,3,0
,,,35,328,10,678,0,3,3,0
,,,36,328,1,1038,0,1,0,0
,,,37,327,3,1081,0,4,0,0
,,,38,336,12,770,0,2,2,0
,,,39,340,4,1001,0,1,1,0
,,,40,334,8,808,0,0,0,0
,,,41,339,13,817,0,0,0,0
,,,42,331,4,806,0,0,0,0
,,,43,356,5,848,0,0,0,0
,,,44,350,4,723,0,3,3,0
,,,45,337,7,536,0,3,3,0
,,,46,364,7,651,0,3,3,0
,,,47,356,8,785,0,1,1,0
,,,48,366,6,753,0,2,1,0
,,,49,393,2,946,0,2,2,0
,,,50,419,0,615,0,1,1,0
,,,51,408,2,795,0,5,5,0
,,,52,385,2,934,0,0,0,0
,,,53,383,11,837,0,3,3,0
,,,54,382,3,1059,0,1,1,0
,,,55,392,0,1769,0,7,5,0
,,,56,386,1,1526,0,2,2,0
,,,57,399,2,1652,0,6,5,0
,,,58,385,2,1419,0,7,7,0
,,,59,398,10,1329,0,0,0,0
,,,60,394,3,1076,0,2,2,0
,,,61,382,4,1476,0,2,2,0
,,,62,387,4,1112,0,9,8,0
,,,63,393,2,2084,0,7,6,0
,,,64,417,6,1121,0,4,3,0
,,,65,1582,6,736,0,10,8,0
,,,,64245,966,155331,0,501,420,0
2025-06-24,vJpW2M,マツキヨココカラ美容スタッフが厳選！  落ちにくい優秀リップ特集！（マツキヨココカラLIVE）,1,162,0,1,0,3,0,0
,,,2,185,0,14,0,2,0,0
,,,3,209,3,0,0,2,0,0
,,,4,212,0,29,0,29,28,0
,,,5,187,0,2,0,5,5,0
,,,6,209,0,1,0,1,1,0
,,,7,246,5,1,0,4,4,0
,,,8,256,4,0,0,3,3,0
,,,9,258,1,1,0,15,15,0
,,,10,272,0,15,0,10,10,0
,,,11,293,2,3,0,6,6,0
,,,12,281,6,3,0,5,5,0
,,,13,276,1,7,0,7,6,0
,,,14,291,0,0,0,7,7,0
,,,15,281,6,0,0,2,2,0
,,,16,302,0,25,0,2,2,0
,,,17,285,2,0,0,6,5,0
,,,18,308,2,0,0,9,9,0
,,,19,310,2,5,0,11,11,0
,,,20,319,9,13,0,7,6,0
,,,21,328,4,0,0,3,2,0
,,,22,328,7,1,0,3,2,0
,,,23,310,0,7,0,9,9,0
,,,24,318,2,1,0,5,5,0
,,,25,311,0,20,0,9,9,0
,,,26,343,0,22,0,19,18,0
,,,27,363,7,11,0,4,4,0
,,,28,335,2,1,0,5,5,0
,,,29,336,1,1,0,26,26,0
,,,30,351,1,18,0,4,4,0
,,,31,326,1,8,0,1,1,0
,,,32,329,3,14,0,3,3,0
,,,33,335,4,0,0,8,8,0
,,,34,368,4,0,0,6,6,0
,,,35,372,0,0,0,1,1,0
,,,36,374,0,0,0,1,1,0
,,,37,381,3,5,0,4,3,0
,,,38,379,2,3,0,2,2,0
,,,39,352,1,0,0,2,2,0
,,,40,377,0,1,0,4,4,0
,,,41,386,1,0,0,10,10,0
,,,42,372,4,0,0,5,5,0
,,,43,357,1,4,0,6,6,0
,,,44,375,0,11,0,1,1,0
,,,45,364,4,6,0,6,6,0
,,,46,374,5,58,0,5,5,0
,,,47,376,1,0,0,3,3,0
,,,48,412,4,4,0,2,2,0
,,,49,411,1,97,0,3,3,0
,,,50,394,2,147,0,13,13,0
,,,51,402,3,21,0,14,14,0
,,,52,379,8,16,0,6,5,0
,,,53,399,3,21,0,1,1,0
,,,54,398,4,8,0,2,2,0
,,,55,397,3,10,0,3,3,1
,,,56,412,2,69,0,7,7,0
,,,57,422,3,4,0,2,2,0
,,,58,423,3,1,0,3,3,0
,,,59,431,2,7,0,7,6,0
,,,60,444,0,8,0,6,6,0
,,,61,433,1,1,0,11,11,0
,,,62,422,2,1,0,20,19,1
,,,63,402,1,1,0,12,12,0
,,,64,424,3,0,0,4,4,0
,,,65,443,0,4,0,1,1,0
,,,66,414,6,0,0,6,6,0
,,,67,432,1,9,0,25,24,0
,,,68,424,5,3,0,10,10,0
,,,69,439,8,67,0,3,2,0
,,,70,446,3,32,0,4,4,0
,,,71,418,2,183,0,3,3,0
,,,72,406,7,109,0,14,14,0
,,,73,401,4,64,0,11,9,0
,,,74,419,1,224,0,5,2,0
,,,75,439,0,101,0,7,6,0
,,,76,458,2,0,0,1,1,0
,,,77,446,3,0,0,2,2,0
,,,78,456,7,3,0,4,4,0
,,,79,466,7,75,0,4,4,0
,,,80,458,1,16,0,16,16,0
,,,81,455,5,148,0,10,10,0
,,,82,468,4,48,0,4,3,0
,,,83,450,0,21,0,9,9,0
,,,84,443,5,41,0,6,6,0
,,,85,480,4,9,0,8,7,0
,,,86,459,1,2,0,16,16,0
,,,87,1319,1,22,0,16,16,0
,,,,98118,669,5727,0,1776,1692,6
2025-06-17,5RWDPN,エージーデオ２４スプレー史上最高のニオイケア「デオドラントスプレー」を徹底解剖(マツキヨココカラLIVE）,1,162,3,80,0,10,5,2
,,,2,189,3,55,0,12,11,0
,,,3,183,1,40,0,3,2,0
,,,4,197,6,0,0,0,0,0
,,,5,222,0,17,0,7,7,0
,,,6,236,0,9,0,2,2,0
,,,7,243,1,3,0,1,1,0
,,,8,249,4,17,0,0,0,0
,,,9,238,1,30,0,0,0,0
,,,10,219,0,0,0,0,0,0
,,,11,254,0,2,0,1,1,0
,,,12,252,4,5,0,2,2,0
,,,13,249,1,1,0,0,0,0
,,,14,263,0,5,0,1,1,0
,,,15,273,1,2,0,0,0,0
,,,16,278,1,5,0,0,0,0
,,,17,275,2,2,0,2,2,0
,,,18,269,0,2,0,4,4,0
,,,19,284,0,4,0,0,0,0
,,,20,281,7,17,0,0,0,1
,,,21,274,5,3,0,2,2,0
,,,22,280,1,2,0,1,1,0
,,,23,286,1,94,0,0,0,0
,,,24,296,2,12,0,2,2,0
,,,25,315,0,1,0,2,2,0
,,,26,312,2,3,0,4,4,0
,,,27,326,1,15,0,2,2,0
,,,28,318,4,4,0,8,8,0
,,,29,297,3,11,0,5,5,0
,,,30,291,0,3,0,4,4,0
,,,31,307,3,7,0,2,2,0
,,,32,293,0,297,0,1,1,0
,,,33,294,1,253,0,1,1,0
,,,34,315,3,13,0,0,0,0
,,,35,328,7,0,0,0,0,0
,,,36,325,2,7,0,4,4,0
,,,37,335,2,4,0,1,1,0
,,,38,342,1,65,0,5,5,0
,,,39,340,2,192,0,2,2,0
,,,40,351,0,112,0,5,5,0
,,,41,345,2,87,0,8,8,0
,,,42,331,4,40,0,1,1,0
,,,43,336,2,6,0,2,2,0
,,,44,335,1,31,0,1,1,0
,,,45,308,4,153,0,2,2,0
,,,46,336,1,54,0,1,1,0
,,,47,333,3,20,0,3,3,0
,,,48,327,1,54,0,6,6,0
,,,49,333,1,10,0,3,3,0
,,,50,341,0,6,0,3,3,0
,,,51,350,0,3,0,1,1,0
,,,52,367,0,30,0,0,0,0
,,,53,357,6,14,0,0,0,0
,,,54,362,1,4,0,1,1,0
,,,55,349,0,20,0,4,4,0
,,,56,349,5,39,0,1,1,0
,,,57,373,1,2,0,2,2,0
,,,58,340,2,4,0,4,4,0
,,,59,338,0,4,0,1,1,0
,,,60,341,1,2,0,1,1,0
,,,61,355,1,15,0,2,2,0
,,,62,360,1,5,0,3,2,0
,,,63,363,1,9,0,1,1,0
,,,64,353,0,34,0,1,1,0
,,,65,358,8,6,0,0,0,0
,,,66,373,1,9,0,5,5,0
,,,67,358,1,40,0,4,2,0
,,,68,358,10,44,0,3,3,0
,,,69,1643,0,6,0,5,5,0
,,,,67239,399,6435,0,495,465,9
2025-06-10,vVMQle,LIPS人気美容インフルエンサーが高濃度ヘアケアアイテム「コンクレッド」をガチレビュー！（マツキヨココカラLIVE）,1,162,2,5,0,3,0,0
,,,2,174,0,1,0,2,0,0
,,,3,200,5,6,0,0,0,0
,,,4,223,0,67,0,1,1,0
,,,5,231,0,0,0,2,1,0
,,,6,236,1,1,0,0,0,0
,,,7,227,0,0,0,0,0,0
,,,8,222,0,31,0,0,0,0
,,,9,226,4,4,0,3,1,0
,,,10,248,3,0,0,4,4,0
,,,11,279,1,7,0,12,12,0
,,,12,277,0,31,0,2,1,0
,,,13,274,0,1,0,1,0,1
,,,14,310,0,0,0,1,1,0
,,,15,280,0,1,0,7,7,0
,,,16,272,1,2,0,1,1,0
,,,17,302,1,2,0,1,1,0
,,,18,308,0,0,0,1,1,0
,,,19,296,0,3,0,1,1,0
,,,20,292,0,13,0,1,1,0
,,,21,306,1,1,0,0,0,0
,,,22,298,1,3,0,0,0,0
,,,23,315,2,0,0,0,0,0
,,,24,331,0,0,0,5,3,0
,,,25,323,0,1,0,1,1,0
,,,26,330,0,7,0,0,0,0
,,,27,324,0,5,0,2,2,0
,,,28,343,0,0,0,4,4,0
,,,29,351,1,0,0,0,0,0
,,,30,360,4,0,0,0,0,0
,,,31,346,0,12,0,1,1,0
,,,32,371,2,3,0,0,0,0
,,,33,363,0,14,0,1,1,0
,,,34,387,1,0,0,1,0,0
,,,35,384,2,1,0,1,1,0
,,,36,384,0,1,0,3,2,0
,,,37,392,1,59,0,4,1,0
,,,38,391,10,0,0,1,1,0
,,,39,375,0,35,0,1,0,0
,,,40,403,1,60,0,1,0,0
,,,41,390,2,56,0,1,1,0
,,,42,406,3,53,0,0,0,0
,,,43,418,0,5,0,3,2,0
,,,44,426,3,64,0,4,4,0
,,,45,409,1,82,0,6,6,0
,,,46,409,3,90,0,1,1,0
,,,47,408,0,59,0,3,2,0
,,,48,398,2,119,0,0,0,0
,,,49,400,3,29,0,1,1,0
,,,50,400,3,73,0,1,1,0
,,,51,407,2,1,0,3,3,0
,,,52,438,0,2,0,2,2,0
,,,53,414,8,84,0,1,1,0
,,,54,403,4,50,0,3,2,0
,,,55,424,4,0,0,3,2,0
,,,56,433,1,0,0,11,10,0
,,,57,435,0,5,0,4,3,0
,,,58,428,0,48,0,1,1,0
,,,59,2149,1,13,0,9,7,0
,,,,108555,420,6050,0,630,495,5
2025-06-06,5aVrR9,Copy  of  LIPS人気美容インフルエンサーが高濃度ヘアケアアイテム「コンクレッド」をガチレビュー！（マツキヨココカラLIVE）,1,1,0,0,0,0,0,0
,,,2,1,0,1,0,0,0,0
,,,3,1,0,0,0,0,0,0
,,,4,1,0,0,0,0,0,0
,,,5,1,0,0,0,0,0,0
,,,8,1,0,0,0,0,0,0
,,,9,1,0,0,0,0,0,0
,,,10,1,0,0,0,0,0,0
,,,11,1,0,0,0,0,0,0
,,,12,1,0,0,0,0,0,0
,,,13,1,0,0,0,0,0,0
,,,15,1,0,0,0,0,0,0
,,,,36,0,3,0,0,0,0
2025-06-03,oA127b,【新体験】冷感ボディケア  　アルジェランで夏の肌にご褒美を（マツキヨココカラLIVE）,1,134,2,2,0,5,0,0
,,,2,181,3,0,0,0,0,0
,,,3,178,6,3,0,0,0,0
,,,4,196,7,0,0,0,0,0
,,,5,219,0,2,0,0,0,0
,,,6,252,1,4,0,0,0,0
,,,7,240,0,3,0,0,0,0
,,,8,254,4,15,0,5,4,0
,,,9,257,5,57,0,4,2,0
,,,10,242,2,2,0,7,7,0
,,,11,244,6,18,0,2,2,0
,,,12,250,3,15,0,1,1,0
,,,13,276,3,4,0,2,2,0
,,,14,302,3,17,0,7,7,0
,,,15,292,2,5,0,3,3,0
,,,16,290,2,39,0,0,0,0
,,,17,306,1,6,0,1,1,0
,,,18,288,1,3,0,3,3,0
,,,19,299,1,7,0,1,1,0
,,,20,290,3,11,0,3,3,0
,,,21,302,1,9,0,0,0,0
,,,22,311,1,3,0,6,6,0
,,,23,323,1,2,0,3,3,0
,,,24,309,6,28,0,3,3,0
,,,25,329,4,26,0,1,1,0
,,,26,330,4,42,0,2,2,0
,,,27,335,4,16,0,1,1,0
,,,28,338,10,8,0,4,4,0
,,,29,343,0,41,0,5,4,0
,,,30,330,1,34,0,3,3,0
,,,31,331,3,2,0,1,1,0
,,,32,329,4,3,0,1,1,0
,,,33,356,4,24,0,2,2,0
,,,34,336,2,3,0,1,1,0
,,,35,354,2,17,0,2,2,0
,,,36,332,3,24,0,3,3,0
,,,37,343,11,210,0,3,3,0
,,,38,342,3,141,0,3,3,0
,,,39,345,3,50,0,5,5,0
,,,40,357,1,4,0,1,1,0
,,,41,346,5,2,0,0,0,0
,,,42,323,4,1,0,7,7,0
,,,43,324,4,0,0,2,0,0
,,,44,347,4,10,0,4,3,0
,,,45,358,7,0,0,1,1,0
,,,46,331,0,1,0,3,3,0
,,,47,353,2,1,0,2,2,0
,,,48,355,6,1,0,1,1,0
,,,49,337,3,5,0,2,1,0
,,,50,336,4,2,0,2,1,0
,,,51,354,8,3,0,3,3,0
,,,52,365,1,8,0,5,5,0
,,,53,356,4,156,0,8,8,0
,,,54,376,8,52,0,2,1,0
,,,55,370,6,1,0,2,2,0
,,,56,379,6,35,0,4,4,0
,,,57,366,3,13,0,6,6,0
,,,58,384,3,18,0,3,3,0
,,,59,384,5,4,0,0,0,0
,,,60,363,6,80,0,0,0,0
,,,61,377,1,2,0,0,0,0
,,,62,373,3,120,0,6,4,0
,,,63,364,11,35,0,1,1,0
,,,64,358,10,0,0,0,0,0
,,,65,363,3,26,0,0,0,0
,,,66,1940,11,110,0,3,3,0
,,,,67641,753,4758,0,483,432,0
2025-05-27,gwXdzm,可愛さ満点♡ハチミツ美容の「&honey」とサンリオの人気キャラクター  「クロミ」が数量限定コラボで登場！（マツキヨココカラLIVE）,1,225,5,93,0,40,26,0
,,,2,236,5,58,0,8,8,0
,,,3,253,5,36,0,2,2,0
,,,4,283,2,149,0,6,5,0
,,,5,275,7,96,0,1,1,0
,,,6,242,5,2,0,1,1,0
,,,7,258,4,142,0,4,4,0
,,,8,263,17,1,0,7,7,0
,,,9,249,4,8,0,1,1,0
,,,10,260,2,5,0,5,5,0
,,,11,276,5,4,0,2,2,0
,,,12,299,3,2,0,6,5,0
,,,13,280,6,3,0,9,9,0
,,,14,263,1,41,0,17,17,0
,,,15,264,3,38,0,3,3,0
,,,16,260,5,102,0,1,1,0
,,,17,255,11,48,0,1,1,0
,,,18,276,1,87,0,1,1,0
,,,19,272,2,157,0,4,4,0
,,,20,299,2,56,0,3,2,0
,,,21,294,5,71,0,0,0,0
,,,22,298,7,0,0,1,0,0
,,,23,285,0,18,0,0,0,0
,,,24,303,9,0,0,3,3,0
,,,25,286,1,50,0,0,0,0
,,,26,269,3,67,0,5,5,0
,,,27,264,6,3,0,3,3,0
,,,28,288,1,29,0,3,3,0
,,,29,287,5,1,0,6,6,0
,,,30,327,5,2,0,1,1,0
,,,31,288,6,263,0,5,5,0
,,,32,294,4,311,0,9,9,0
,,,33,293,4,337,0,3,2,0
,,,34,283,7,136,0,4,4,0
,,,35,316,2,25,0,0,0,0
,,,36,324,2,0,0,5,4,0
,,,37,303,6,24,0,0,0,0
,,,38,326,8,3,0,1,1,0
,,,39,320,4,0,0,3,3,0
,,,40,336,3,119,0,3,3,0
,,,41,301,7,5,0,2,2,0
,,,42,314,11,6,0,2,2,0
,,,43,268,5,1,0,2,2,0
,,,44,297,0,1,0,0,0,0
,,,45,303,6,4,0,0,0,0
,,,46,294,1,13,0,1,1,0
,,,47,282,7,41,0,2,2,0
,,,48,310,17,165,0,3,3,0
,,,49,306,4,1,0,0,0,0
,,,50,295,1,31,0,1,1,0
,,,51,329,12,1,0,5,4,0
,,,52,321,5,52,0,3,3,0
,,,53,315,13,0,0,2,2,0
,,,54,322,1,1,0,5,5,0
,,,55,307,4,7,0,1,1,0
,,,56,323,6,68,0,1,1,0
,,,57,351,2,4,0,9,8,0
,,,58,340,1,1,0,7,7,0
,,,59,329,3,17,0,4,4,0
,,,60,339,2,142,0,0,0,0
,,,61,334,3,57,0,3,3,0
,,,62,304,18,194,0,1,1,0
,,,63,303,12,40,0,2,2,0
,,,64,327,5,3,0,1,1,0
,,,65,324,13,97,0,6,6,0
,,,66,331,5,18,0,1,1,0
,,,67,325,21,113,0,4,4,0
,,,68,10624,2,40,0,14,10,0
,,,,91170,1110,11130,0,777,699,0
2025-05-20,gkE4yQ,最近なんだか疲れてる？この時期おすすめ休息グッズを紹介！（マツキヨココカラLIVE）,1,210,0,0,0,10,0,0
,,,2,228,0,10,0,1,0,0
,,,3,228,1,11,0,0,0,0
,,,4,252,1,11,0,0,0,0
